Industry,a,b,c_prime,indirect,direct,total,ci_indirect_lower,ci_indirect_upper,ci_direct_lower,ci_direct_upper,ci_total_lower,ci_total_upper
Wheat Processing,-0.002203834377758243,-63.555735058583764,0.7470212490005669,0.1400663138258017,0.7470212490005669,0.8870875628263686,0.07098567026676916,0.2728374604039277,0.6142501024224407,0.816101892559599,0.887087562826368,0.887087562826369
Food Service,-0.00018528950193308374,-176.9617998096202,0.31740994338909256,0.0327891637479066,0.31740994338909256,0.35019910713699914,-0.00031324192935981205,0.16553509121881513,0.18466401591818243,0.35051234906636014,0.3501991071369974,0.35019910713700186
