Industry,a,SE_a,b,SE_b,c_prime,indirect,direct,total,se_indirect,z_sobel,p_sobel
Wheat Processing,-0.0019079168272535586,0.000951572892627674,-16.543694744549484,13.77140035421818,0.8152968191814287,0.03156399358807222,0.8152968191814287,0.846860812769501,0.030629829349659913,1.0304985126671193,0.3027760500869534
Food Service,0.0004069309560590867,0.000575529392988947,-15.799634509985381,23.371221991031657,0.49010567291212415,-0.006429360376532491,0.49010567291212415,0.4836763125355917,0.013158060682008718,-0.48862522615688236,0.6251070502526157
