Industry,a,SE_a,b,SE_b,c_prime,indirect,direct,total,se_indirect,z_sobel,p_sobel
Wheat Processing,-0.0019037384297273308,0.00042109619314231966,-63.555735058583764,12.172163386562938,0.7470212490005669,0.12099349526059452,0.7470212490005669,0.8680147442611614,0.035401023210805,3.417796557464057,0.0006313027645605818
Food Service,-7.133723505599933e-05,0.00016410654135319374,-112.03588696892133,61.16959474278481,0.45862980714561236,0.007992330403409314,0.45862980714561236,0.46662213754902165,0.01889656215711654,0.4229515579054342,0.6723306048781013
